0.101264	0.177019	1.000000
0.318746	0.624025	-1.000000
-0.149512	-0.035797	1.000000
-0.735911	0.459510	-1.000000
-0.648792	0.465414	-1.000000
0.110371	0.645472	-1.000000
-0.258285	-0.067879	1.000000
-0.338742	0.888095	-1.000000
-0.763590	0.168336	-1.000000
-0.302353	0.006645	1.000000
-0.081002	-0.353088	1.000000
0.822846	0.053684	-1.000000
-0.520666	-0.087433	-1.000000
0.966770	0.024799	-1.000000
-0.302859	0.086889	1.000000
0.180507	0.290417	1.000000
0.191611	0.129418	1.000000
0.077358	0.119662	1.000000
-0.528990	0.005102	-1.000000
-0.126243	-0.451811	1.000000
0.552703	0.265190	-1.000000
0.383412	-0.745519	-1.000000
-0.062289	0.006365	1.000000
0.388237	0.501508	-1.000000
-0.829087	-0.235815	-1.000000
0.435671	-0.667113	-1.000000
0.647219	0.474863	-1.000000
-0.619357	-0.668951	-1.000000
0.049303	0.047724	1.000000
0.644186	-0.512254	-1.000000
-0.296909	-0.854706	-1.000000
0.391300	0.013940	1.000000
0.423830	0.644208	-1.000000
0.106283	-0.410806	1.000000
0.453556	-0.134560	1.000000
0.029106	0.011984	1.000000
-0.021747	-0.545293	-1.000000
0.240697	0.109693	1.000000
-0.407550	0.418029	-1.000000
-0.125058	-0.530289	-1.000000
0.259779	0.288608	1.000000
-0.949986	0.205963	-1.000000
0.176292	0.074835	1.000000
-0.369914	-0.284843	1.000000
-0.465921	-0.542048	-1.000000
-0.480971	0.579605	-1.000000
0.142897	-0.264821	1.000000
-0.060674	0.050582	1.000000
0.934150	0.196252	-1.000000
0.484792	-0.183906	-1.000000
0.209688	-0.686028	-1.000000
0.004023	0.020569	1.000000
-0.264866	0.631704	-1.000000
-0.122872	-0.501067	-1.000000
0.010436	0.254567	1.000000
0.181731	0.102666	1.000000
0.002806	-0.035381	1.000000
0.006446	-0.009585	1.000000
0.362181	-0.191972	1.000000
0.561523	-0.740248	-1.000000
-0.682178	-0.658935	-1.000000
0.788461	0.498671	-1.000000
0.385102	0.508277	-1.000000
-0.213148	-0.394886	1.000000
0.320828	0.544944	-1.000000
-0.008911	0.376392	1.000000
-0.247608	-0.701587	-1.000000
0.077951	-0.233466	1.000000
-0.418898	-0.058647	1.000000
-0.840270	0.429333	-1.000000
-0.042306	-0.133397	1.000000
0.006472	-0.014669	1.000000
-0.719197	-0.547550	-1.000000
0.211214	-0.302647	1.000000
-0.054682	0.642280	-1.000000
-0.104839	-0.410869	1.000000
0.076540	0.247256	1.000000
-0.130723	0.401093	1.000000
0.425651	-0.009646	1.000000
-0.295683	-0.533465	-1.000000
-0.152199	0.644744	-1.000000
-0.101024	0.055177	1.000000
0.908005	-0.290692	-1.000000
-0.092364	0.962374	-1.000000
-0.312941	0.643912	-1.000000
-0.297420	0.334185	1.000000
0.344142	-0.319386	1.000000
0.045957	-0.004982	1.000000
-0.375718	0.093565	1.000000
-0.135189	-0.277655	1.000000
0.487146	0.207299	-1.000000
-0.529508	-0.043047	-1.000000
0.030303	0.024465	1.000000
0.373161	0.132477	1.000000
0.218468	-0.185986	1.000000
-0.579831	-0.023282	-1.000000
-0.126599	0.039693	1.000000
-0.160214	0.809053	-1.000000
-0.318588	0.193724	1.000000
-0.293780	0.274310	1.000000
